seccion_codigo;distrito_codigo;distrito_nombre;municipio_codigo;municipio_nombre;superficie_km2
07917068;07917;Villaverde;079;MADRID;0.45
07917069;07917;Villaverde;079;MADRID;0.04
07917070;07917;Villaverde;079;MADRID;0.06
07917071;07917;Villaverde;079;MADRID;0.06
07917072;07917;Villaverde;079;MADRID;0.02
07917073;07917;Villaverde;079;MADRID;0.03
07917074;07917;Villaverde;079;MADRID;0.05
07917075;07917;Villaverde;079;MADRID;0.05
07917076;07917;Villaverde;079;MADRID;0.05
07917078;07917;Villaverde;079;MADRID;0.03
07917079;07917;Villaverde;079;MADRID;0.02
07917080;07917;Villaverde;079;MADRID;0.70
07917082;07917;Villaverde;079;MADRID;0.05
07917083;07917;Villaverde;079;MADRID;0.04
07917084;07917;Villaverde;079;MADRID;0.03
07917085;07917;Villaverde;079;MADRID;0.03
07917086;07917;Villaverde;079;MADRID;0.03
07917087;07917;Villaverde;079;MADRID;0.07
07917089;07917;Villaverde;079;MADRID;0.04
07917090;07917;Villaverde;079;MADRID;0.05
07917091;07917;Villaverde;079;MADRID;0.04
07917092;07917;Villaverde;079;MADRID;0.07
07917093;07917;Villaverde;079;MADRID;0.04
07917094;07917;Villaverde;079;MADRID;0.02
07917095;07917;Villaverde;079;MADRID;0.03
07917102;07917;Villaverde;079;MADRID;0.04
07910001;07910;Latina;079;MADRID;0.06
07910002;07910;Latina;079;MADRID;0.02
07910003;07910;Latina;079;MADRID;0.03
07910004;07910;Latina;079;MADRID;0.04
07910005;07910;Latina;079;MADRID;0.06
07910006;07910;Latina;079;MADRID;0.69
07910007;07910;Latina;079;MADRID;0.03
07910008;07910;Latina;079;MADRID;0.02
07910009;07910;Latina;079;MADRID;0.02
07910010;07910;Latina;079;MADRID;0.01
07910011;07910;Latina;079;MADRID;0.03
07910012;07910;Latina;079;MADRID;0.03
07910215;07910;Latina;079;MADRID;0.13
07910217;07910;Latina;079;MADRID;0.03
07910219;07910;Latina;079;MADRID;0.10
07917048;07917;Villaverde;079;MADRID;0.23
07917049;07917;Villaverde;079;MADRID;0.01
07917050;07917;Villaverde;079;MADRID;0.02
07917051;07917;Villaverde;079;MADRID;0.02
07917052;07917;Villaverde;079;MADRID;0.01
07917053;07917;Villaverde;079;MADRID;0.02
07917054;07917;Villaverde;079;MADRID;0.04
07917055;07917;Villaverde;079;MADRID;0.06
07917057;07917;Villaverde;079;MADRID;0.05
07917058;07917;Villaverde;079;MADRID;0.04
07917059;07917;Villaverde;079;MADRID;0.03
07917060;07917;Villaverde;079;MADRID;0.06
07917061;07917;Villaverde;079;MADRID;0.02
07917062;07917;Villaverde;079;MADRID;0.03
07917063;07917;Villaverde;079;MADRID;0.02
07917064;07917;Villaverde;079;MADRID;0.04
07917065;07917;Villaverde;079;MADRID;0.03
07917066;07917;Villaverde;079;MADRID;0.13
07917096;07917;Villaverde;079;MADRID;0.08
07917097;07917;Villaverde;079;MADRID;0.08
07917103;07917;Villaverde;079;MADRID;0.05
07917104;07917;Villaverde;079;MADRID;0.17
07917105;07917;Villaverde;079;MADRID;0.05
07917108;07917;Villaverde;079;MADRID;0.06
07917112;07917;Villaverde;079;MADRID;0.09
07917116;07917;Villaverde;079;MADRID;0.07
07910050;07910;Latina;079;MADRID;0.03
07910051;07910;Latina;079;MADRID;0.02
07910052;07910;Latina;079;MADRID;0.02
07910053;07910;Latina;079;MADRID;0.04
07910054;07910;Latina;079;MADRID;0.07
07910055;07910;Latina;079;MADRID;0.05
07910056;07910;Latina;079;MADRID;0.03
07910057;07910;Latina;079;MADRID;0.04
07910058;07910;Latina;079;MADRID;0.02
07910059;07910;Latina;079;MADRID;0.04
07910060;07910;Latina;079;MADRID;0.33
07910061;07910;Latina;079;MADRID;0.05
07910062;07910;Latina;079;MADRID;0.04
07910063;07910;Latina;079;MADRID;0.06
07910065;07910;Latina;079;MADRID;0.03
07910067;07910;Latina;079;MADRID;0.04
07910068;07910;Latina;079;MADRID;0.03
07910069;07910;Latina;079;MADRID;0.04
07910070;07910;Latina;079;MADRID;0.02
07910072;07910;Latina;079;MADRID;0.13
07910073;07910;Latina;079;MADRID;0.03
07910074;07910;Latina;079;MADRID;0.02
07910075;07910;Latina;079;MADRID;0.03
07910076;07910;Latina;079;MADRID;0.04
07910077;07910;Latina;079;MADRID;0.04
07910078;07910;Latina;079;MADRID;0.04
07910212;07910;Latina;079;MADRID;0.05
07910213;07910;Latina;079;MADRID;0.13
07910218;07910;Latina;079;MADRID;0.19
07914010;07914;Moratalaz;079;MADRID;0.02
07914012;07914;Moratalaz;079;MADRID;0.05
07914013;07914;Moratalaz;079;MADRID;0.06
07914014;07914;Moratalaz;079;MADRID;0.01
07914015;07914;Moratalaz;079;MADRID;0.08
07914016;07914;Moratalaz;079;MADRID;0.01
07914017;07914;Moratalaz;079;MADRID;0.01
07914018;07914;Moratalaz;079;MADRID;0.03
07914019;07914;Moratalaz;079;MADRID;0.01
07914020;07914;Moratalaz;079;MADRID;0.03
07914021;07914;Moratalaz;079;MADRID;0.02
07914022;07914;Moratalaz;079;MADRID;0.02
07914024;07914;Moratalaz;079;MADRID;0.03
07914025;07914;Moratalaz;079;MADRID;0.05
07914026;07914;Moratalaz;079;MADRID;0.02
07914027;07914;Moratalaz;079;MADRID;0.04
07914028;07914;Moratalaz;079;MADRID;0.03
07914029;07914;Moratalaz;079;MADRID;0.03
07914080;07914;Moratalaz;079;MADRID;0.02
07914081;07914;Moratalaz;079;MADRID;0.03
07914085;07914;Moratalaz;079;MADRID;0.03
07914086;07914;Moratalaz;079;MADRID;0.18
07914087;07914;Moratalaz;079;MADRID;0.02
07914094;07914;Moratalaz;079;MADRID;0.90
07914095;07914;Moratalaz;079;MADRID;0.02
07914030;07914;Moratalaz;079;MADRID;0.08
07914031;07914;Moratalaz;079;MADRID;0.03
07914032;07914;Moratalaz;079;MADRID;0.03
07914033;07914;Moratalaz;079;MADRID;0.03
07914034;07914;Moratalaz;079;MADRID;0.02
07914035;07914;Moratalaz;079;MADRID;0.02
07914036;07914;Moratalaz;079;MADRID;0.05
07914037;07914;Moratalaz;079;MADRID;0.04
07914038;07914;Moratalaz;079;MADRID;0.03
07914039;07914;Moratalaz;079;MADRID;0.04
07914040;07914;Moratalaz;079;MADRID;0.15
07914041;07914;Moratalaz;079;MADRID;0.03
07914042;07914;Moratalaz;079;MADRID;0.06
07914082;07914;Moratalaz;079;MADRID;0.11
07914083;07914;Moratalaz;079;MADRID;0.25
07914084;07914;Moratalaz;079;MADRID;0.05
07908131;07908;Fuencarral-El Pardo;079;MADRID;0.73
07908132;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908133;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908134;07908;Fuencarral-El Pardo;079;MADRID;0.36
07908135;07908;Fuencarral-El Pardo;079;MADRID;0.10
07908136;07908;Fuencarral-El Pardo;079;MADRID;0.08
07908137;07908;Fuencarral-El Pardo;079;MADRID;0.37
07908138;07908;Fuencarral-El Pardo;079;MADRID;0.45
07908139;07908;Fuencarral-El Pardo;079;MADRID;3.01
07908147;07908;Fuencarral-El Pardo;079;MADRID;0.22
07908152;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908154;07908;Fuencarral-El Pardo;079;MADRID;0.06
07908155;07908;Fuencarral-El Pardo;079;MADRID;0.27
07908156;07908;Fuencarral-El Pardo;079;MADRID;0.07
07908158;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908163;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908175;07908;Fuencarral-El Pardo;079;MADRID;0.20
07908177;07908;Fuencarral-El Pardo;079;MADRID;0.04
07908180;07908;Fuencarral-El Pardo;079;MADRID;0.06
07908181;07908;Fuencarral-El Pardo;079;MADRID;0.34
07908183;07908;Fuencarral-El Pardo;079;MADRID;0.09
07912053;07912;Usera;079;MADRID;0.13
07912054;07912;Usera;079;MADRID;0.04
07912055;07912;Usera;079;MADRID;0.03
07912056;07912;Usera;079;MADRID;0.04
07912057;07912;Usera;079;MADRID;0.03
07912059;07912;Usera;079;MADRID;0.05
07912061;07912;Usera;079;MADRID;0.18
07912062;07912;Usera;079;MADRID;0.09
07912064;07912;Usera;079;MADRID;0.06
07912065;07912;Usera;079;MADRID;0.02
07912066;07912;Usera;079;MADRID;0.03
07912067;07912;Usera;079;MADRID;0.03
07912069;07912;Usera;079;MADRID;0.02
07912070;07912;Usera;079;MADRID;0.04
07912071;07912;Usera;079;MADRID;0.06
07912073;07912;Usera;079;MADRID;0.03
07912074;07912;Usera;079;MADRID;0.02
07903077;07903;Retiro;079;MADRID;0.03
07903078;07903;Retiro;079;MADRID;0.05
07903079;07903;Retiro;079;MADRID;0.02
07903080;07903;Retiro;079;MADRID;0.10
07903081;07903;Retiro;079;MADRID;0.16
07903082;07903;Retiro;079;MADRID;0.08
07903084;07903;Retiro;079;MADRID;0.03
07903085;07903;Retiro;079;MADRID;0.05
07903086;07903;Retiro;079;MADRID;0.07
07903087;07903;Retiro;079;MADRID;0.04
07903088;07903;Retiro;079;MADRID;0.01
07905070;07905;Chamartín;079;MADRID;0.08
07905072;07905;Chamartín;079;MADRID;0.06
07905073;07905;Chamartín;079;MADRID;0.04
07905074;07905;Chamartín;079;MADRID;0.17
07905075;07905;Chamartín;079;MADRID;0.10
07905076;07905;Chamartín;079;MADRID;0.27
07905077;07905;Chamartín;079;MADRID;0.16
07905078;07905;Chamartín;079;MADRID;0.09
07905079;07905;Chamartín;079;MADRID;0.07
07905080;07905;Chamartín;079;MADRID;0.02
07905081;07905;Chamartín;079;MADRID;0.11
07905082;07905;Chamartín;079;MADRID;0.26
07905083;07905;Chamartín;079;MADRID;0.09
07905084;07905;Chamartín;079;MADRID;0.26
07913166;07913;Puente de Vallecas;079;MADRID;0.21
07913168;07913;Puente de Vallecas;079;MADRID;0.06
07913169;07913;Puente de Vallecas;079;MADRID;0.03
07913170;07913;Puente de Vallecas;079;MADRID;0.02
07913171;07913;Puente de Vallecas;079;MADRID;0.02
07913172;07913;Puente de Vallecas;079;MADRID;0.03
07913173;07913;Puente de Vallecas;079;MADRID;0.01
07913174;07913;Puente de Vallecas;079;MADRID;0.03
07913175;07913;Puente de Vallecas;079;MADRID;0.03
07913176;07913;Puente de Vallecas;079;MADRID;0.02
07913177;07913;Puente de Vallecas;079;MADRID;0.02
07913178;07913;Puente de Vallecas;079;MADRID;0.17
07913179;07913;Puente de Vallecas;079;MADRID;0.03
07913180;07913;Puente de Vallecas;079;MADRID;0.02
07913181;07913;Puente de Vallecas;079;MADRID;0.10
07913182;07913;Puente de Vallecas;079;MADRID;0.11
07913183;07913;Puente de Vallecas;079;MADRID;0.05
07913184;07913;Puente de Vallecas;079;MADRID;0.14
07913185;07913;Puente de Vallecas;079;MADRID;0.03
07913186;07913;Puente de Vallecas;079;MADRID;0.14
07913187;07913;Puente de Vallecas;079;MADRID;0.05
07913189;07913;Puente de Vallecas;079;MADRID;0.02
07913190;07913;Puente de Vallecas;079;MADRID;0.04
07913191;07913;Puente de Vallecas;079;MADRID;0.05
07913192;07913;Puente de Vallecas;079;MADRID;0.03
07913193;07913;Puente de Vallecas;079;MADRID;0.03
07913194;07913;Puente de Vallecas;079;MADRID;0.04
07913195;07913;Puente de Vallecas;079;MADRID;0.03
07913196;07913;Puente de Vallecas;079;MADRID;0.03
07913197;07913;Puente de Vallecas;079;MADRID;0.05
07913201;07913;Puente de Vallecas;079;MADRID;0.06
07913202;07913;Puente de Vallecas;079;MADRID;0.05
07913212;07913;Puente de Vallecas;079;MADRID;0.02
07913217;07913;Puente de Vallecas;079;MADRID;0.06
07911022;07911;Carabanchel;079;MADRID;0.07
07911023;07911;Carabanchel;079;MADRID;0.03
07911024;07911;Carabanchel;079;MADRID;0.03
07911025;07911;Carabanchel;079;MADRID;0.04
07911026;07911;Carabanchel;079;MADRID;0.06
07911028;07911;Carabanchel;079;MADRID;0.04
07911029;07911;Carabanchel;079;MADRID;0.03
07911030;07911;Carabanchel;079;MADRID;0.06
07911031;07911;Carabanchel;079;MADRID;0.02
07911032;07911;Carabanchel;079;MADRID;0.04
07911033;07911;Carabanchel;079;MADRID;0.03
07911034;07911;Carabanchel;079;MADRID;0.04
07911035;07911;Carabanchel;079;MADRID;0.04
07911036;07911;Carabanchel;079;MADRID;0.04
07911037;07911;Carabanchel;079;MADRID;0.03
07911038;07911;Carabanchel;079;MADRID;0.03
07911039;07911;Carabanchel;079;MADRID;0.10
07911040;07911;Carabanchel;079;MADRID;0.01
07911041;07911;Carabanchel;079;MADRID;0.04
07911042;07911;Carabanchel;079;MADRID;0.04
07911043;07911;Carabanchel;079;MADRID;0.02
07911044;07911;Carabanchel;079;MADRID;0.16
07911045;07911;Carabanchel;079;MADRID;0.03
07911046;07911;Carabanchel;079;MADRID;0.02
07911181;07911;Carabanchel;079;MADRID;0.02
07911184;07911;Carabanchel;079;MADRID;0.07
07912001;07912;Usera;079;MADRID;0.16
07912002;07912;Usera;079;MADRID;0.03
07912003;07912;Usera;079;MADRID;0.05
07912005;07912;Usera;079;MADRID;0.06
07912006;07912;Usera;079;MADRID;0.03
07912007;07912;Usera;079;MADRID;0.06
07912008;07912;Usera;079;MADRID;0.05
07912009;07912;Usera;079;MADRID;0.05
07912010;07912;Usera;079;MADRID;0.05
07912011;07912;Usera;079;MADRID;0.04
07912012;07912;Usera;079;MADRID;0.06
07912013;07912;Usera;079;MADRID;0.05
07912014;07912;Usera;079;MADRID;0.05
07912015;07912;Usera;079;MADRID;0.15
07912016;07912;Usera;079;MADRID;0.05
07912101;07912;Usera;079;MADRID;0.09
07912102;07912;Usera;079;MADRID;0.11
07912106;07912;Usera;079;MADRID;0.19
07912018;07912;Usera;079;MADRID;0.10
07912019;07912;Usera;079;MADRID;0.05
07912020;07912;Usera;079;MADRID;0.09
07912022;07912;Usera;079;MADRID;0.04
07912023;07912;Usera;079;MADRID;0.07
07912024;07912;Usera;079;MADRID;0.16
07912099;07912;Usera;079;MADRID;0.14
07912108;07912;Usera;079;MADRID;0.77
07903001;07903;Retiro;079;MADRID;0.02
07903002;07903;Retiro;079;MADRID;0.13
07903003;07903;Retiro;079;MADRID;0.02
07903004;07903;Retiro;079;MADRID;0.02
07903005;07903;Retiro;079;MADRID;0.01
07903006;07903;Retiro;079;MADRID;0.03
07903007;07903;Retiro;079;MADRID;0.01
07903008;07903;Retiro;079;MADRID;0.02
07903009;07903;Retiro;079;MADRID;0.02
07903010;07903;Retiro;079;MADRID;0.02
07903011;07903;Retiro;079;MADRID;0.02
07903012;07903;Retiro;079;MADRID;0.02
07903013;07903;Retiro;079;MADRID;0.01
07903014;07903;Retiro;079;MADRID;0.02
07903015;07903;Retiro;079;MADRID;0.01
07903016;07903;Retiro;079;MADRID;0.02
07903017;07903;Retiro;079;MADRID;0.02
07903018;07903;Retiro;079;MADRID;0.03
07903019;07903;Retiro;079;MADRID;0.05
07903020;07903;Retiro;079;MADRID;0.04
07903021;07903;Retiro;079;MADRID;0.04
07903022;07903;Retiro;079;MADRID;0.01
07903023;07903;Retiro;079;MADRID;0.02
07903089;07903;Retiro;079;MADRID;0.03
07903095;07903;Retiro;079;MADRID;0.08
07903096;07903;Retiro;079;MADRID;0.04
07901001;07901;Centro;079;MADRID;0.66
07901002;07901;Centro;079;MADRID;0.03
07901003;07901;Centro;079;MADRID;0.07
07901004;07901;Centro;079;MADRID;0.05
07901006;07901;Centro;079;MADRID;0.05
07901007;07901;Centro;079;MADRID;0.02
07901008;07901;Centro;079;MADRID;0.03
07901009;07901;Centro;079;MADRID;0.07
07901011;07901;Centro;079;MADRID;0.05
07901012;07901;Centro;079;MADRID;0.03
07901013;07901;Centro;079;MADRID;0.03
07901014;07901;Centro;079;MADRID;0.03
07901015;07901;Centro;079;MADRID;0.04
07901016;07901;Centro;079;MADRID;0.03
07901018;07901;Centro;079;MADRID;0.15
07901019;07901;Centro;079;MADRID;0.04
07901020;07901;Centro;079;MADRID;0.04
07901021;07901;Centro;079;MADRID;0.05
07916001;07916;Hortaleza;079;MADRID;0.49
07916002;07916;Hortaleza;079;MADRID;0.36
07916105;07916;Hortaleza;079;MADRID;0.07
07916121;07916;Hortaleza;079;MADRID;0.22
07913074;07913;Puente de Vallecas;079;MADRID;0.08
07913077;07913;Puente de Vallecas;079;MADRID;0.04
07913078;07913;Puente de Vallecas;079;MADRID;0.05
07913079;07913;Puente de Vallecas;079;MADRID;0.03
07913080;07913;Puente de Vallecas;079;MADRID;0.04
07913083;07913;Puente de Vallecas;079;MADRID;0.05
07913084;07913;Puente de Vallecas;079;MADRID;0.02
07913086;07913;Puente de Vallecas;079;MADRID;0.09
07913087;07913;Puente de Vallecas;079;MADRID;0.02
07913088;07913;Puente de Vallecas;079;MADRID;0.09
07913089;07913;Puente de Vallecas;079;MADRID;0.03
07913090;07913;Puente de Vallecas;079;MADRID;0.03
07913091;07913;Puente de Vallecas;079;MADRID;0.02
07913092;07913;Puente de Vallecas;079;MADRID;0.11
07913094;07913;Puente de Vallecas;079;MADRID;0.22
07913103;07913;Puente de Vallecas;079;MADRID;0.05
07913104;07913;Puente de Vallecas;079;MADRID;0.15
07913203;07913;Puente de Vallecas;079;MADRID;0.04
07913204;07913;Puente de Vallecas;079;MADRID;0.05
07913205;07913;Puente de Vallecas;079;MADRID;0.04
07913206;07913;Puente de Vallecas;079;MADRID;0.08
07913207;07913;Puente de Vallecas;079;MADRID;0.08
07913208;07913;Puente de Vallecas;079;MADRID;0.14
07913209;07913;Puente de Vallecas;079;MADRID;0.04
07913210;07913;Puente de Vallecas;079;MADRID;0.08
07913213;07913;Puente de Vallecas;079;MADRID;0.04
07913108;07913;Puente de Vallecas;079;MADRID;0.04
07913109;07913;Puente de Vallecas;079;MADRID;0.06
07913110;07913;Puente de Vallecas;079;MADRID;0.02
07913111;07913;Puente de Vallecas;079;MADRID;0.02
07913112;07913;Puente de Vallecas;079;MADRID;0.03
07913114;07913;Puente de Vallecas;079;MADRID;0.01
07913115;07913;Puente de Vallecas;079;MADRID;0.09
07913116;07913;Puente de Vallecas;079;MADRID;0.05
07913117;07913;Puente de Vallecas;079;MADRID;0.02
07913118;07913;Puente de Vallecas;079;MADRID;0.02
07913119;07913;Puente de Vallecas;079;MADRID;0.03
07913120;07913;Puente de Vallecas;079;MADRID;0.04
07913121;07913;Puente de Vallecas;079;MADRID;0.05
07913122;07913;Puente de Vallecas;079;MADRID;0.04
07913123;07913;Puente de Vallecas;079;MADRID;0.03
07913124;07913;Puente de Vallecas;079;MADRID;0.03
07913125;07913;Puente de Vallecas;079;MADRID;0.02
07913126;07913;Puente de Vallecas;079;MADRID;0.02
07913127;07913;Puente de Vallecas;079;MADRID;0.08
07913128;07913;Puente de Vallecas;079;MADRID;1.15
07913129;07913;Puente de Vallecas;079;MADRID;0.01
07913131;07913;Puente de Vallecas;079;MADRID;0.01
07913132;07913;Puente de Vallecas;079;MADRID;0.03
07913133;07913;Puente de Vallecas;079;MADRID;0.02
07913134;07913;Puente de Vallecas;079;MADRID;0.08
07913135;07913;Puente de Vallecas;079;MADRID;0.02
07913136;07913;Puente de Vallecas;079;MADRID;0.02
07913137;07913;Puente de Vallecas;079;MADRID;0.03
07913138;07913;Puente de Vallecas;079;MADRID;0.02
07913139;07913;Puente de Vallecas;079;MADRID;0.02
07913140;07913;Puente de Vallecas;079;MADRID;0.04
07913199;07913;Puente de Vallecas;079;MADRID;0.05
07913211;07913;Puente de Vallecas;079;MADRID;0.04
07913215;07913;Puente de Vallecas;079;MADRID;0.04
07913216;07913;Puente de Vallecas;079;MADRID;0.77
07902064;07902;Arganzuela;079;MADRID;0.03
07902065;07902;Arganzuela;079;MADRID;0.03
07902066;07902;Arganzuela;079;MADRID;0.06
07902067;07902;Arganzuela;079;MADRID;0.06
07902068;07902;Arganzuela;079;MADRID;0.02
07902069;07902;Arganzuela;079;MADRID;0.02
07902070;07902;Arganzuela;079;MADRID;0.04
07902071;07902;Arganzuela;079;MADRID;0.05
07902072;07902;Arganzuela;079;MADRID;0.07
07902073;07902;Arganzuela;079;MADRID;0.05
07902074;07902;Arganzuela;079;MADRID;0.04
07902075;07902;Arganzuela;079;MADRID;0.03
07902077;07902;Arganzuela;079;MADRID;0.02
07902078;07902;Arganzuela;079;MADRID;0.01
07902079;07902;Arganzuela;079;MADRID;0.02
07902080;07902;Arganzuela;079;MADRID;0.05
07902081;07902;Arganzuela;079;MADRID;0.02
07902082;07902;Arganzuela;079;MADRID;0.03
07914002;07914;Moratalaz;079;MADRID;0.14
07914003;07914;Moratalaz;079;MADRID;0.20
07914004;07914;Moratalaz;079;MADRID;0.05
07914005;07914;Moratalaz;079;MADRID;0.05
07914006;07914;Moratalaz;079;MADRID;0.02
07914079;07914;Moratalaz;079;MADRID;0.38
07914088;07914;Moratalaz;079;MADRID;0.05
07914092;07914;Moratalaz;079;MADRID;0.11
07908008;07908;Fuencarral-El Pardo;079;MADRID;0.36
07908009;07908;Fuencarral-El Pardo;079;MADRID;0.18
07908010;07908;Fuencarral-El Pardo;079;MADRID;0.13
07908011;07908;Fuencarral-El Pardo;079;MADRID;0.05
07908012;07908;Fuencarral-El Pardo;079;MADRID;0.15
07908013;07908;Fuencarral-El Pardo;079;MADRID;0.17
07908014;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908015;07908;Fuencarral-El Pardo;079;MADRID;0.03
07908016;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908017;07908;Fuencarral-El Pardo;079;MADRID;0.06
07908018;07908;Fuencarral-El Pardo;079;MADRID;0.01
07908019;07908;Fuencarral-El Pardo;079;MADRID;0.15
07908020;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908021;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908022;07908;Fuencarral-El Pardo;079;MADRID;0.01
07908023;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908024;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908025;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908026;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908027;07908;Fuencarral-El Pardo;079;MADRID;0.02
07908028;07908;Fuencarral-El Pardo;079;MADRID;0.05
07908029;07908;Fuencarral-El Pardo;079;MADRID;0.05
07908049;07908;Fuencarral-El Pardo;079;MADRID;0.11
07908050;07908;Fuencarral-El Pardo;079;MADRID;0.04
07908051;07908;Fuencarral-El Pardo;079;MADRID;0.04
07908052;07908;Fuencarral-El Pardo;079;MADRID;0.09
07908140;07908;Fuencarral-El Pardo;079;MADRID;0.03
07908141;07908;Fuencarral-El Pardo;079;MADRID;0.04
07908142;07908;Fuencarral-El Pardo;079;MADRID;0.12
07908143;07908;Fuencarral-El Pardo;079;MADRID;0.21
07908145;07908;Fuencarral-El Pardo;079;MADRID;0.13
07908148;07908;Fuencarral-El Pardo;079;MADRID;0.13
07908149;07908;Fuencarral-El Pardo;079;MADRID;0.03
07908151;07908;Fuencarral-El Pardo;079;MADRID;0.03
07908157;07908;Fuencarral-El Pardo;079;MADRID;0.07
07908182;07908;Fuencarral-El Pardo;079;MADRID;0.14
07916036;07916;Hortaleza;079;MADRID;0.32
07916037;07916;Hortaleza;079;MADRID;0.04
07916038;07916;Hortaleza;079;MADRID;0.12
07916039;07916;Hortaleza;079;MADRID;0.05
07916040;07916;Hortaleza;079;MADRID;0.03
07916041;07916;Hortaleza;079;MADRID;0.03
07916042;07916;Hortaleza;079;MADRID;0.03
07916043;07916;Hortaleza;079;MADRID;0.02
07916044;07916;Hortaleza;079;MADRID;0.05
07916045;07916;Hortaleza;079;MADRID;0.10
07916046;07916;Hortaleza;079;MADRID;0.06
07916047;07916;Hortaleza;079;MADRID;0.03
07916048;07916;Hortaleza;079;MADRID;0.26
07916049;07916;Hortaleza;079;MADRID;0.06
07916050;07916;Hortaleza;079;MADRID;0.14
07916051;07916;Hortaleza;079;MADRID;0.04
07916052;07916;Hortaleza;079;MADRID;0.04
07916053;07916;Hortaleza;079;MADRID;0.02
07916054;07916;Hortaleza;079;MADRID;0.03
07916055;07916;Hortaleza;079;MADRID;0.03
07916056;07916;Hortaleza;079;MADRID;0.03
07916057;07916;Hortaleza;079;MADRID;0.03
07916058;07916;Hortaleza;079;MADRID;0.05
07916059;07916;Hortaleza;079;MADRID;0.06
07916060;07916;Hortaleza;079;MADRID;0.07
07916061;07916;Hortaleza;079;MADRID;0.04
07916063;07916;Hortaleza;079;MADRID;0.09
07916064;07916;Hortaleza;079;MADRID;0.03
07916065;07916;Hortaleza;079;MADRID;0.08
07916066;07916;Hortaleza;079;MADRID;0.03
07916067;07916;Hortaleza;079;MADRID;0.05
07916069;07916;Hortaleza;079;MADRID;0.13
07916070;07916;Hortaleza;079;MADRID;0.07
07916071;07916;Hortaleza;079;MADRID;0.05
07916072;07916;Hortaleza;079;MADRID;0.04
07916073;07916;Hortaleza;079;MADRID;0.04
07916074;07916;Hortaleza;079;MADRID;0.04
07916075;07916;Hortaleza;079;MADRID;0.04
07916076;07916;Hortaleza;079;MADRID;0.04
07916077;07916;Hortaleza;079;MADRID;0.03
07916078;07916;Hortaleza;079;MADRID;0.04
07916097;07916;Hortaleza;079;MADRID;0.07
07916003;07916;Hortaleza;079;MADRID;0.46
07916004;07916;Hortaleza;079;MADRID;0.81
07916005;07916;Hortaleza;079;MADRID;0.24
07916102;07916;Hortaleza;079;MADRID;0.35
07916103;07916;Hortaleza;079;MADRID;0.94
07916104;07916;Hortaleza;079;MADRID;0.10
07916113;07916;Hortaleza;079;MADRID;0.24
07913142;07913;Puente de Vallecas;079;MADRID;0.06
07913143;07913;Puente de Vallecas;079;MADRID;0.03
07913144;07913;Puente de Vallecas;079;MADRID;0.07
07913145;07913;Puente de Vallecas;079;MADRID;0.05
07913146;07913;Puente de Vallecas;079;MADRID;0.04
07913147;07913;Puente de Vallecas;079;MADRID;0.03
07913148;07913;Puente de Vallecas;079;MADRID;0.01
07913150;07913;Puente de Vallecas;079;MADRID;0.05
07913153;07913;Puente de Vallecas;079;MADRID;0.06
07913154;07913;Puente de Vallecas;079;MADRID;0.05
07913155;07913;Puente de Vallecas;079;MADRID;0.09
07913156;07913;Puente de Vallecas;079;MADRID;0.02
07913157;07913;Puente de Vallecas;079;MADRID;0.04
07913158;07913;Puente de Vallecas;079;MADRID;0.09
07913160;07913;Puente de Vallecas;079;MADRID;0.18
07913161;07913;Puente de Vallecas;079;MADRID;0.06
07913162;07913;Puente de Vallecas;079;MADRID;0.08
07913163;07913;Puente de Vallecas;079;MADRID;0.02
07913164;07913;Puente de Vallecas;079;MADRID;0.04
07913198;07913;Puente de Vallecas;079;MADRID;0.08
07913200;07913;Puente de Vallecas;079;MADRID;0.04
07913214;07913;Puente de Vallecas;079;MADRID;0.05
07912086;07912;Usera;079;MADRID;0.65
07912087;07912;Usera;079;MADRID;0.06
07912088;07912;Usera;079;MADRID;0.04
07912089;07912;Usera;079;MADRID;0.02
07912090;07912;Usera;079;MADRID;0.02
07912091;07912;Usera;079;MADRID;0.13
07912092;07912;Usera;079;MADRID;0.03
07912093;07912;Usera;079;MADRID;0.04
07912094;07912;Usera;079;MADRID;0.04
07912096;07912;Usera;079;MADRID;0.03
07912097;07912;Usera;079;MADRID;0.03
07905014;07905;Chamartín;079;MADRID;0.05
07905015;07905;Chamartín;079;MADRID;0.02
07905016;07905;Chamartín;079;MADRID;0.01
07905017;07905;Chamartín;079;MADRID;0.02
07905018;07905;Chamartín;079;MADRID;0.02
07905019;07905;Chamartín;079;MADRID;0.02
07905020;07905;Chamartín;079;MADRID;0.03
07905021;07905;Chamartín;079;MADRID;0.02
07905022;07905;Chamartín;079;MADRID;0.02
07905023;07905;Chamartín;079;MADRID;0.03
07905024;07905;Chamartín;079;MADRID;0.01
